"Task_ID","Task_Name","Assignee","Status","Start_Date","Due_Date","Esfuerzo_Aproximado","Time_Estimate","Time_Logged","Año","Q ","Mes","Lists"
"865c7wrfv","ESMSSP5: Certificación de H.U 34","1","COMPLETADO","45056","45061","1.07","","2.5","2023","2-23","5","Sprint 5:  27/04 al 15/05"
"85zrz3031","ESMSSP5: Ejecución de pruebas Ciclo 3 H.U 34","1","COMPLETADO","45050","45051","1.05","","2","2023","2-23","5","Sprint 5:  27/04 al 15/05"
"85zrz302y","ESMSSP5: Despliegue correcciones Ciclo 2 H.U 34","2","COMPLETADO","45049","45049","0.97","1h","0.33","2023","2-23","5","Sprint 5:  27/04 al 15/05"
"85zrz3033","ESMSSP5: Ejecución de pruebas Ciclo 2 H.U34","1","COMPLETADO","45044","45049","1.68","16h","15.25","2023","2-23","5","Sprint 5:  27/04 al 15/05"
"865c50e34","ESMSSP4: Despliegue correcciones Ciclo 1","1","COMPLETADO","45043","45043","1","1h","1","2023","2-23","4","Sprint 4:  11/04 al 27/04 "
"865c8g4bg","ESMSSP4: Cierre Sprint 4","2","COMPLETADO","45043","45043","1","1h","1","2023","2-23","4","Sprint 4:  11/04 al 27/04 "
"865c8fyfg","ESMSSP4: Mesa de trabajo: E-SMS","1","COMPLETADO","45042","45042","1","1h","1","2023","2-23","4","Sprint 4:  11/04 al 27/04 "
"865c8fzh1","ESMSSP4: Invitation: E-SMS: SP4 Retrospectiva","1","COMPLETADO","45042","45042","1","1h","1","2023","2-23","4","Sprint 4:  11/04 al 27/04 "
"865c6wk2t","Mantenimiento: Actualización del frontend del admin de ekiipago","1","COMPLETADO","45041","45046","1.9","","20","2023","1-23","4","Conector"
"865c8d8em","ESMSSP4:Invitation: Mesa de trabajo: E-SMS","1","COMPLETADO","45041","45041","1","1h","1","2023","2-23","4","Sprint 4:  11/04 al 27/04 "
"865c50e1t","ESMSSP4: Ejecución de pruebas Ciclo 1","1","COMPLETADO","45034","45041","2.27","28h","27.67","2023","2-23","4","Sprint 4:  11/04 al 27/04 "
"865c5jhb1","ESMSSP4: Creación de data","1","COMPLETADO","45033","45034","1.06","2h 20m","2.33","2023","2-23","4","Sprint 4:  11/04 al 27/04 "
"865c50e0d","ESMSSP3: Despliegue H.U 34","1","COMPLETADO","45033","45033","1.07","4h","2.5","2023","2-23","4","Sprint 4:  11/04 al 27/04 "
"865c4xbxm","ESMSSP4: HU 34 - Ajuste y revisión de la H.U 34","1","COMPLETADO","45027","45033","1.33","8h","8","2023","2-23","4","Sprint 4:  11/04 al 27/04 "
"865c3jhjj","Mantenimiento: Actualización Backend -Admin Ekiipago","1","COMPLETADO","45020","45046","4.31","20h","70.5","2023","1-23","4","Conector"
"865c4cqdu","ESMSSP3: HU 34 -Implementación F.E","1","COMPLETADO","45020","45030","1.57","","13","2023","2-23","4","Sprint 4:  11/04 al 27/04 "
"865c2makc","Mantenimiento: Actualización Api Conciliador-Abril","1","COMPLETADO","45019","45020","1.52","4h","12","2023","1-23","4","Conector"
"865c1ec3e","ESMSSP3: HU 34 -Implementación B.E","1","COMPLETADO","45014","45019","1","","1","2023","1-23","3","Sprint 3:  22/03 al 03/04"
"865c4cqdt","ESMSSP3: HU 34 -Implementación B.E","2","COMPLETADO","45014","45019","1.3","7h 15m","7.25","2023","2-23","4","Sprint 4:  11/04 al 27/04 "
"865c09xck","ESMSSP3: H.U 34 Análisis y diseño de casos de pruebas","1","COMPLETADO","45012","45019","1.71","","16","2023","1-23","3","Sprint 3:  22/03 al 03/04"
"865c1ec96","ESMSSP3: HU 34 -Implementación F.E","1","COMPLETADO","45012","45019","1.52","","12","2023","1-23","3","Sprint 3:  22/03 al 03/04"
"863gcb7uy","BOTON DE PAGO: Soporte Cooperativa El Triunfo","1","COMPLETADO","45007","45008","1.05","4h","2","2023","1-23","3","Botón de Pago"
"865c09wxb","ESMSSP3: H.U 34 Pre Análisis","1","COMPLETADO","45006","45009","1.5","","11.5","2023","1-23","3","Sprint 3:  22/03 al 03/04"
"865bykpa3","Configuración: Solicitud de datos para BD","2","COMPLETADO","45005","45009","1.45","10h","10.5","2023","2-23","5","Requerimiento: Reporte API - Autenticación"
"865bx378k","ESMSSP2: HU 32: Preparación de data para certificación","1","COMPLETADO","45005","45005","1.02","1h 30m","1.5","2023","1-23","3","Sprint 2:  07/03 al 20/03"
"865bx378z","ESMSSP2: HU 32: Certificación con PO","2","COMPLETADO","45005","45005","1","1h","1","2023","1-23","3","Sprint 2:  07/03 al 20/03"
"865bzgmg7","BOTON DE PAGO: Bancaribe | Validacion de Pago Movil con Referencia","1","COMPLETADO","45005","45005","1.19","5h","5","2023","1-23","3","Botón de Pago"
"865bzgjgx","BOTON DE PAGO: Bancaribe | Certificacion Pago Movil","1","COMPLETADO","45002","45002","1.05","2h","2","2023","1-23","3","Botón de Pago"
"865bz2pq5","Mantenimiento: Actualización API CONCILIADOR-Marzo","1","COMPLETADO","45001","45016","3.96","80h","63.25","2023","1-23","3","Conector"
"865bx36ct","ESMSSP2: HU 32: Ejecución de pruebas Ciclo 2","1","COMPLETADO","45001","45001","1.24","6h","6","2023","1-23","3","Sprint 2:  07/03 al 20/03"
"865byn3w5","ESMSSP2: HU 32 - Despliegue a QA (ciclo 1)","1","COMPLETADO","45000","45000","1.02","1h 30m","1.5","2023","1-23","3","Sprint 2:  07/03 al 20/03"
"865bzghp3","BOTON DE PAGO: Bancaribe | Certificacion Vuelto Digital","2","COMPLETADO","44998","45000","1.19","1h","5","2023","1-23","3","Botón de Pago"
"865bxn45f","Mantenimiento: Actualización API MOVILWAY  - marzo","1","COMPLETADO","44994","45002","2.45","20h","31.5","2023","1-23","3","Conector"
"865bx36cg","ESMSSP2: HU 32: Ejecución de pruebas Ciclo 1","3","COMPLETADO","44994","44998","1.67","15h","15","2023","1-23","3","Sprint 2:  07/03 al 20/03"
"865bx62y7","BOTON DE PAGO: Reunion con Bancaribe sobre P2C y Vuelto","3","COMPLETADO","44993","44993","1","1h","1","2023","1-23","3","Botón de Pago"
"865bx34te","ESMSSP2: HU 32 - Despliegue a QA","1","COMPLETADO","44992","44994","1.29","8h","7","2023","1-23","3","Sprint 2:  07/03 al 20/03"
"865bx3653","ESMSSP2: HU - 32: Análisis y diseño de casos de pruebas","1","COMPLETADO","44992","44993","1.38","8h","9","2023","1-23","3","Sprint 2:  07/03 al 20/03"
"865bw1rmf","REPORTE WEB : Ajustes descarga de conciliaciones (Banco Plaza)","1","COMPLETADO","44988","45009","2.24","","27","2023","1-23","3","Conector"
"865bvn4q0","Mantenimiento: Actualización API DIGITEL POSTPAGO - marzo","1","COMPLETADO","44986","45002","1.66","16h","14.8","2023","1-23","3","Conector"
"865bu6m89","Mantenimiento: Actualización API DIGITEL POSTPAGO - febrero","1","COMPLETADO","44981","44985","1.14","20h","4","2023","1-23","2","Conector"
"865bp52h3","INTEGRACION BANESCO: Reunión Validar con el equipo de Ekiipago, el esquema de conciliación, manejo de reportes para el Api de Pago de Servicios","1","COMPLETADO","44964","44964","1","1h","1","2023","1-23","2","Conector"
"865bne4m9","BOTON DE PAGO: Generacion de credenciales PROD para Plansuarez Santa Monica","1","COMPLETADO","44960","44960","1","1h","1","2023","1-23","2","Botón de Pago"
"865brctpw","Mantenimiento: Actualización API DIGITEL PREPAGO - febrero","1","COMPLETADO","44958","44985","4.93","","83.5","2023","1-23","2","Conector"
"865bmjbwz","ANALISIS: Integración a Bancaribe. Transferencia Inmediata","1","COMPLETADO","44958","44959","1","10h","1","2023","1-23","2","Botón de Pago"
"865bmjdx5","MANTENIMIENTO: Solicitar pase a producción de cambio de texto correo notificación","1","COMPLETADO","44958","44958","0.96","30m","0.25","2023","1-23","2","Botón de Pago"
"865bmjcyg","BOTÓN DE PAGO/MANTENIMIENTO: Cambio de texto correo de notificación","1","COMPLETADO","44957","44957","1.19","6h","5","2023","1-23","1","Botón de Pago"
"865bmmxg8","Mantenimiento: Actualización API DIGITEL PREPAGO - enero","1","COMPLETADO","44952","44967","2.29","28h","28","2023","1-23","1","Conector"
"865bmj6cq","Mantenimiento: Actualización API INTER","1","COMPLETADO","44935","44952","4.62","78h","77","2023","1-23","1","Conector"
"865cv4wc9","BB-F1: QA Ejecución de pruebas C3","1","COMPLETADO","","","1.14","4h","4","2023","3-23","8","FASE 1: Website de Brainbox"
"865cx9chb","BB-F1: QA Ajustes de casos de prueba","2","COMPLETADO","","","1.1","3h","3","2023","3-23","8","FASE 1: Website de Brainbox"
"86ay7pq1b","ESMS-SP13: DEV Despliegue de correcciones C1 H.U 49","1","HACIENDO","","","1.05","2h","2","2023","3-23","9","1 Sprint 13: 05/09 al 18/09"
"86ayah7qh","ESMS-SP13: DEV - Creación de herramienta para QA (asociada a la H.U 49)","1","COMPLETADO","","","1.02","","1.5","2023","3-23","9","1 Sprint 13: 05/09 al 18/09"
"86ayq96z5","Ajustes e inclusion de Insumos","1","COMPLETADO","","","1.95","17h","21","2023","4-23","11","Plan Proyecto / Herramienta de Venta CNTM"
"86ayup9fu","Ajustes e inclusion de insumos - Diciembre","1","HACIENDO","","","1.52","12h","12","2023","4-23","12","Plan Proyecto / Herramienta de Venta CNTM"
"86ayw32rn","M-SOS: Post Certificación - Pruebas de QA C3 - Ajustes al landing","1","HACIENDO","","","1.14","","4","2023","4-23","12","Plan Proyecto / Mandarina SOS"
"3cy8bv6","Ejecución de pruebas C1 - BP PM iOS","3","COMPLETADO","44993","44998","1.74","16h 30m","16.5","2023","1-23","3","Gestión de QA"
"3cy8c35","Ejecución de pruebas C2 - BP PM - iOS","1","COMPLETADO","45006","45008","1.62","14h","14","2023","1-23","3","Gestión de QA"
"3cy8c62","Ejecución de pruebas C3 - BP PM iOS","2","COMPLETADO","45019","45019","1.17","4h 30m","4.5","2023","2-23","4","Gestión de QA"
"3dv0hrf","iOS / Frontend: Desarrollo de pantallas de flujo pago diario (operadoras)","2","COMPLETADO","44944","44946","1.57","13h","13","2023","3-22","1","Gestión de Desarrollo"
"3dv0ht9","iOS / Backend: Integración de frontend con backend flujo pago diario (operadoras)","1","COMPLETADO","44951","44952","1.24","6h","6","2023","1-23","1","Gestión de Desarrollo"
"3dv0huy","iOS / Pruebas de integración de flujo diario","1","COMPLETADO","44953","44953","1.14","4h","4","2023","1-23","2","Gestión de Desarrollo"
"3dv0j3d","iOS / Frontend: Desarrollo de pantallas de flujo pago mensual pago móvil","1","COMPLETADO","44946","44950","1.57","13h","13","2023","1-23","1","Gestión de Desarrollo"
"3dv0j59","iOS / Backend: Integración de frontend con backend flujo pago mensual pago móvil","1","COMPLETADO","44950","44952","1.57","13h","13","2023","1-23","1","Gestión de Desarrollo"
"3dv0ja0","iOS / Inclusión de lógica para manejo de membresía","2","COMPLETADO","44956","44957","1.81","18h","18","2023","1-23","1","Gestión de Desarrollo"
"3r0yg1u","Preparación de data para certificación - Flujo de registro","1","COMPLETADO","44986","44986","1.05","","2","2023","1-23","2","Gestión de QA"
"3r0yg2z","Certificación con PO - Flujo de Registro","1","COMPLETADO","44987","44987","0.98","1h","0.67","2023","1-23","2","Gestión de QA"
"863fw35gd","BOTON DE PAGO. Ajuste en endpoint de bancos y en nueva url","1","COMPLETADO","44942","44942","1.02","1h 30m","1.5","2023","1-23","1","Gestión de Desarrollo"
"863fw3ext","PWA. Revisión de incidencias y alineación con Humberto","1","COMPLETADO","","","1.52","12h","12","2023","1-23","1","Gestión de Desarrollo"
"863fw3f1m","PWA. Revisión de incidencias y alineación con Alejandro Camba","1","COMPLETADO","44944","44944","1.1","3h","3","2023","1-23","1","Gestión de Desarrollo"
"865bhegq5","Ejecución de Pruebas Ciclo 3 - PWA","1","COMPLETADO","44943","44943","1.19","5h","5","2023","1-23","1","Gestión de QA"
"863fwqy8y","SPRINT 1 -2023. Desarrollo y análisis HU-A0223","2","COMPLETADO","","","1","1h","1","2023","1-23","1","Sprint 1: 01/02 al 14/02"
"863fwqykt","SPRINT 1 -2023. Generación de APKs HU-A0223","2","COMPLETADO","","","1.02","1h 30m","1.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"863fwqyq7","SPRINT 1 -2023. iOS. Despliegue HU-I0123","1","COMPLETADO","44967","44967","0.98","30m","0.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"863fwqz1k","SPRINT 1 -2023. Desarrollo y análisis HU-I0223","1","COMPLETADO","44942","44944","1.57","13h","13","2023","1-23","1","Sprint 1: 01/02 al 14/02"
"863fwqz8h","SPRINT 1 -2023. iOS. Generación de builds HU-I0523","2","COMPLETADO","44964","44965","1.02","1h 20m","1.33","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"863fwqzf0","SPRINT 1 -2023. iOS. Despliegue HU-I0523","1","COMPLETADO","44967","44967","0.98","30m","0.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bjt4n6","BOTON DE PAGO: Merge entre rama botón y rama main","1","COMPLETADO","","","1","1h","1","2023","1-23","2","Gestión de Desarrollo"
"865bjt5j2","BOTON DE PAGO: Generar APK con parte botón de pago","1","COMPLETADO","","","1","1h","1","2023","1-23","1","Gestión de Desarrollo"
"865bkazm9","Aclaratoria sobre estilo CSS en PWA","1","COMPLETADO","44939","44942","1.05","2h","2","2023","1-23","1","Gestión de Producto"
"865bkb068","Aclaratorias varias sobre PWA","2","COMPLETADO","44949","44951","0.97","20m","0.33","2023","1-23","1","Gestión de Producto"
"865bkbe8j","Preparar prototipo","2","COMPLETADO","","","1.14","4h","4","2023","1-23","1","Sprint 1: 01/02 al 14/02"
"865bkbenz","Crear prototipo high fidelity","1","COMPLETADO","","","1","1h","1","2023","1-23","1","Sprint 1: 01/02 al 14/02"
"865bkhxrp","PWA: Al crear un usuario con un número de teléfono diferente a Venezuela, no actualiza la bandera a  del país correspondiente","1","COMPLETADO","","","1.1","3h","3","2023","1-23","1","Gestión de Desarrollo"
"865bkutfa","Botón de pago. Ajustes iOS","2","COMPLETADO","44936","44938","1.57","13h","13","2023","1-23","1","Gestión de Desarrollo"
"865bkutjg","Botón de pago: Ajuste andrid","1","COMPLETADO","","","1.14","4h","4","2023","1-23","1","Gestión de Desarrollo"
"863fz15c1","BOTON DE PAGO: Revisar ajuste android","1","COMPLETADO","44956","44957","1.21","2h 50m","5.33","2023","1-23","1","Gestión de Desarrollo"
"865bmakw9","Ejecución de Pruebas Ciclo 4 - PWA","1","COMPLETADO","44956","44958","1.3","7h 15m","7.25","2023","1-23","1","Gestión de QA"
"865bmjrj5","Ajustar terminos y condiciones","2","COMPLETADO","44994","44994","1.1","2h","3","2023","1-23","3","Gestión de Desarrollo"
"865bmjrqf","Análisis y diseño de casos - (Número de teléfono con máscara + filtro)","2","COMPLETADO","44957","44957","1","1h","1","2023","1-23","1","Gestión de QA"
"863fz9qgg","BOTON DE PAGO: Ajustes de pruebas unitarias","1","COMPLETADO","","","1.13","3h 50m","3.8","2023","1-23","1","Gestión de Desarrollo"
"865bmkx8g","Actualizar insumo PWA","1","COMPLETADO","44950","44957","0.98","30m","0.5","2023","1-23","1","Gestión de Producto"
"865bmp4uf","Criterios de aceptación convivencia HU72 + Botones de pago","1","COMPLETADO","","","1.02","1h 30m","1.5","2023","1-23","1","Gestión de Producto"
"865bn6qet","Preparación de data para la certificación","1","COMPLETADO","45041","45041","1.05","2h","2","2023","2-23","4","Gestión de QA"
"865bn6qg2","Certificación con PO - BP PM Android y iOS","1","COMPLETADO","45042","45042","1.05","2h","2","2023","2-23","4","Gestión de QA"
"863g0580e","PWA/Admin: Validar tipo de membresía","1","COMPLETADO","44960","44960","0.98","30m","0.5","2023","1-23","2","Gestión de Desarrollo"
"863g05r9c","BOTON: iOS. Desarrollo de frontend pantalla membresía 1","1","COMPLETADO","","","1.1","2h","3","2023","1-23","2","Gestión de Desarrollo"
"865bnf7zj","SP1: HU - PA0323 - Ejecución de Pruebas - Ciclo 1","2","COMPLETADO","44963","44966","2.05","23h","23","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bnf985","SP1: HU - PA0323 - Ejecución de Pruebas - Ciclo 2","1","COMPLETADO","44971","44973","1.52","12h","12","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bnf98a","SP2: HU - PA0323 - Ejecución de Pruebas - Ciclo 3","1","COMPLETADO","44980","44981","1.1","3h","3","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"865bnf99x","SP2: HU - PA0323 - Certificación con PO","1","COMPLETADO","44999","45012","1.05","2h","2","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865bnf9up","[iOS] Nuevo listado de membresía","1","COMPLETADO","","","1.14","4h","4","2023","1-23","2","Gestión de Desarrollo"
"865bnfa4q","[iOS] Cambio de diseño en la pantalla de detalle de beneficios","1","COMPLETADO","","","0.98","35m","0.5","2023","1-23","2","Gestión de Desarrollo"
"865bnfah0","[iOS] Botón de pago: Detalle de membresía y todos sus casos (vista simple y vista con historial, sin detalle de historial)","1","COMPLETADO","44963","","1.6","8h","13.5","2023","1-23","2","Gestión de Desarrollo"
"865bnfaqp","[iOS] Detalle de histórico de pago","2","COMPLETADO","","","1.17","4h 30m","4.5","2023","1-23","2","Gestión de Desarrollo"
"865bnfavq","[iOS] Generación de build para primer despliegue de QA","1","COMPLETADO","44992","44992","0.99","30m","0.75","2023","1-23","3","Gestión de Desarrollo"
"865bnfaw8","SP1: HU - A0123 - Ejecución de Pruebas Ciclo 1 - APP HolaDOC","1","COMPLETADO","44971","44971","1.14","4h","4","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bnfawz","SP1: HU - A0123 - Ejecución de Pruebas Ciclo 1 - APP Mediphone","1","COMPLETADO","44971","44972","1.05","2h","2","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bnfaxf","SP1: HU - A0123 - Ejecución de Pruebas Ciclo 1 - APP Almaz Vida","1","COMPLETADO","44972","44973","1.07","2h","2.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bnfay6","[iOS] Merge botón de pago con HUs 0123 y 0523","1","COMPLETADO","44992","44993","0.99","1h","0.75","2023","1-23","3","Gestión de Desarrollo"
"865bnfazk","[iOS] Detalle de elementos de pantalla de historial","1","COMPLETADO","","","1.26","3h","6.5","2023","1-23","2","Gestión de Desarrollo"
"863g05zpb","SP2: HU - A0123 - Ejecución de Pruebas Ciclo 2 - APP HolaDOC","1","COMPLETADO","44980","44980","1.17","9h 40m","4.5","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"863g05zqg","SP2: HU - A0123 - Ejecución de Pruebas Ciclo 2 - APP Mediphone","1","COMPLETADO","44980","44981","1.17","4h","4.5","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"863g05zre","SP2: HU - A0123 - Ejecución de Pruebas Ciclo 2 - APP Almaz Vida","1","COMPLETADO","44981","44981","1.1","3h","3","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"863g05zw7","SP2: HU - A0123 - Ejecución de Pruebas Ciclo 3 - APP HolaDOC","1","COMPLETADO","44985","44985","1.07","2h 25m","2.5","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"863g05zz3","SP2: HU - A0123 - Ejecución de Pruebas Ciclo 4 - APP Mediphone","1","COMPLETADO","44987","44987","1.05","2h","2","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"863g0609p","SP2: HU - A0123 - Ejecución de Pruebas Ciclo 3 - APP Almaz Vida","1","COMPLETADO","44985","44985","1.07","2h 2m","2.5","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"863g060na","SP1: HU - i0123 - Ejecución de Pruebas Ciclo 1 - APP HolaDOC","1","COMPLETADO","44958","44971","1.31","7h 30m","7.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"863g060nd","SP1: HU - i0123 - Ejecución de Pruebas Ciclo 1 - APP Mediphone","1","COMPLETADO","44958","44971","1.31","7h 30m","7.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"863g060nf","SP2: HU - i0123 - Ejecución de Pruebas Ciclo 1 - APP Almaz Vida","1","COMPLETADO","44979","44992","1.31","7h 30m","7.5","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"863g060nj","SP2: HU - i0123 - Ejecución de Pruebas Ciclo 2 - APP HolaDOC","1","COMPLETADO","44979","44992","1","1h","1","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"863g060np","SP2: HU - i0123 - Ejecución de Pruebas Ciclo 2 - APP Mediphone","1","COMPLETADO","44979","44992","1","1h","1","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"863g060nt","SP2: HU - i0123 - Ejecución de Pruebas Ciclo 2 - APP Almaz Vida","1","COMPLETADO","44979","44992","0.98","30m","0.5","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"863g060nw","SP2: HU - i0123 - Ejecución de Pruebas Ciclo 3 - APP HolaDOC","1","COMPLETADO","44979","44992","1","1h","1","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"865bnuggg","Botón de pago:  Merge con versión de producción","1","COMPLETADO","44938","44950","1.81","18h","18","2023","1-23","1","Gestión de Desarrollo"
"865bnuh5v","Botón de pago: Ajuste para HU72 - Flujo de planes","1","COMPLETADO","44958","44960","2.05","23h","23","2023","1-23","1","Gestión de Desarrollo"
"865bnuk9z","Botón de pago: Pruebas en Apps - Parte I","1","COMPLETADO","44951","44971","2.24","26h","27","2023","1-23","1","Gestión de Desarrollo"
"865bnumyj","SPRINT 1 - 2023. HU-PA0423. Implementación y despliegue","1","COMPLETADO","44957","44957","1.05","2h","2","2023","1-23","1","Sprint 1: 01/02 al 14/02"
"865bnun0n","SPRINT 1 - 2023. HU-PA0723. Implementación","1","COMPLETADO","44957","44957","1.17","4h 30m","4.5","2023","1-23","1","Sprint 1: 01/02 al 14/02"
"865bnva69","Botón de pago: Lista de bancos","1","COMPLETADO","44942","44942","1.05","2h","2","2023","1-23","1","Gestión de Desarrollo"
"865bnvkup","Botón de pago: Revisión de criterios","1","COMPLETADO","44963","44963","0.98","30m","0.5","2023","1-23","2","Gestión de Desarrollo"
"865bp4gp8","SPRINT 1 - 2023. iOS. Implementación HU-I0523","1","COMPLETADO","44964","44965","1.35","8h 15m","8.25","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bp4q1v","SPRINT 1 - 2023. iOS. Implementación HU-I0123","1","COMPLETADO","44964","44965","1.33","8h","8","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bp4q61","SPRINT 1 -2023. iOS. Generación de builds HU-I0123","1","COMPLETADO","44964","44965","1.02","1h 20m","1.33","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bp4vne","SPRINT 1 - 2023. Android. Implementación HU-A0123","1","COMPLETADO","44964","44965","1.24","4h","6","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bp4we2","SPRINT 1 -2023. Android. Generación de apks HU-A0123","1","COMPLETADO","44966","44966","0.98","30h","0.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bp4x59","SPRINT 1 -2023. Android. Despliegue HU-A0123","1","COMPLETADO","44971","44971","0.98","30m","0.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bp4yf7","SPRINT 1 - 2023. Android. Implementación HU-A0523","1","COMPLETADO","44964","44965","1.1","3h","3","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bp4z31","SPRINT 1 -2023. Android. Generación de apks HU-A0523","1","COMPLETADO","44966","44966","0.98","30m","0.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bp4zb7","SPRINT 1 -2023. Android. Despliegue HU-A0523","1","COMPLETADO","44971","44971","0.98","30m","0.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bp61kp","PWA: Revison y ajustes","1","COMPLETADO","44946","44949","1.19","5h","5","2023","1-23","1","Gestión de Desarrollo"
"865bp61x4","Botón de pago: Ajuste de flujo de impuesto y envío de correo","1","COMPLETADO","44935","44937","1.62","14h","14","2023","1-23","1","Gestión de Desarrollo"
"865bp6j6p","SPRINT 1 - 2023. Despliegue QA HU-PA0723","1","COMPLETADO","44964","44964","0.98","30m","0.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bp76r2","Prueba adicional de PWA - (Cambio de texto de suscripción)","1","COMPLETADO","44964","44964","1.13","6h","3.67","2023","1-23","2","Gestión de QA"
"865bp7e1j","Ejecución de Pruebas Ciclo 5 - PWA","2","COMPLETADO","44959","44960","1.17","4h 35m","4.5","2023","1-23","2","Gestión de QA"
"865bpg6d4","SP1: HU - A0123 - Análisis y diseño de casos - Android","1","COMPLETADO","44960","44964","1.29","8h","7","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bpg6q1","SP1: HU - A0523 - Análisis y diseño de casos - Android","1","COMPLETADO","44960","44964","1.26","6h 23m","6.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bpg6wv","SP1: HU - i0523 - Análisis y diseño de casos - iOS","1","COMPLETADO","44964","44964","1.31","7h 30m","7.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bpga7f","SP1: HU - A0523 - Ejecución de Pruebas Ciclo 1 - APP HolaDOC","1","COMPLETADO","44973","44974","1.07","","2.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bpga9u","SP2: HU - A0523 - Ejecución de Pruebas Ciclo 1 - APP Mediphone","1","COMPLETADO","44979","44979","1.14","","4","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"865bpgab2","SP2: HU - A0523 - Ejecución de Pruebas Ciclo 1 - APP Almaz Vida","1","COMPLETADO","44979","44979","1.12","","3.5","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"865bpgadk","SP2: HU - i0523 - Ejecución de Pruebas Ciclo 1 - APP HolaDOC","1","COMPLETADO","44979","44992","1.02","1h 30m","1.5","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"865bpgafa","SP2: HU - i0523 - Ejecución de Pruebas Ciclo 1 - APP Mediphone","2","COMPLETADO","44979","44992","1.31","7h 30m","7.5","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"865bpgagd","SP2: HU - i0523 - Ejecución de Pruebas Ciclo 1 - APP Almaz Vida","1","COMPLETADO","44979","44992","1.31","7h 30m","7.5","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"865bpge10","SP1: HU - PA0723 Análisis y diseño de casos de pruebas","1","COMPLETADO","44970","44970","1.1","3h","3","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bptf3x","SP1: HU - PA0423 - Notificación a QA","1","COMPLETADO","44966","44966","0.98","30m","0.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bptf5d","SP1: HU - PA0423 - Análisis y Diseño de casos de pruebas","1","COMPLETADO","44958","44971","1.31","7h 30m","7.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bptf67","SP1: HU - PA0423 - Ejecución de pruebas Ciclo 1","1","COMPLETADO","44958","44971","1.31","7h 30m","7.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865bq2fmg","Sprint 2. Ajuste para HU-A0523 en QA","1","COMPLETADO","44967","44967","1.14","4h","4","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"865bqh80y","Botón de pago: Pruebas en Apps - Parte II","2","COMPLETADO","44951","","1.24","","6","2023","1-23","2","Gestión de Desarrollo"
"865bqpuw5","Botón de pago: Ajustes UI nueva versión Membresía y en endpoint usado","1","COMPLETADO","","","2.07","12h","23.5","2023","1-23","2","Gestión de Desarrollo"
"865bquk53","Modificación de vista y separación de listado de suscripciones activas del listado de productos","1","COMPLETADO","44971","44971","1.1","3h","3","2023","1-23","2","Gestión de Desarrollo"
"865br3fn5","Revisión de pantallas antes de la reunión con Producto","1","COMPLETADO","44972","44972","1","1h","1","2023","1-23","2","Gestión de Desarrollo"
